5
200
-0.924343685	0.655093402	-2.964019320	-0.265522778	-1.021609908	-0.911276310
-0.911276310	0.657438520	-3.015099816	0.008146018	-0.012609731	-0.911680357
-0.911680357	0.657387137	-3.015730302	0.729762867	0.223491592	-0.947879871
-0.947879871	0.652806769	-3.004555723	-0.657968837	1.282878789	-0.915289848
-0.915289848	0.657300973	-2.940411783	0.327275454	0.008447717	-0.931323585
-0.931323585	0.654031058	-2.939989397	0.644169940	-0.666970055	-0.962879757
-0.962879757	0.647581616	-2.973337900	0.761930195	0.098765825	-1.000438288
-1.000438288	0.641201898	-2.968399609	-0.814812712	-0.051697212	-0.960307151
-0.960307151	0.648222671	-2.970984469	-0.356405695	0.135341843	-0.942745586
-0.942745586	0.651248230	-2.964217377	0.913407750	-0.416185070	-0.987699415
-0.987699415	0.643189843	-2.985026631	-0.947078632	0.752444549	-0.940924690
-0.940924690	0.650573607	-2.947404403	-0.350230064	0.519262962	-0.923742322
-0.923742322	0.653952804	-2.921441255	-0.004307410	1.123701110	-0.923532150
-0.923532150	0.653999836	-2.865256200	0.497263931	-0.320706909	-0.947452072
-0.947452072	0.647216337	-2.881291545	0.028228711	0.263128264	-0.948815960
-0.948815960	0.646853074	-2.868135132	0.016487571	0.734726818	-0.949609707
-0.949609707	0.646630440	-2.831398791	0.457180133	-0.960919774	-0.971377754
-0.971377754	0.639652883	-2.879444780	-0.090214636	0.058484848	-0.967021129
-0.967021129	0.640821864	-2.876520537	-0.701828478	0.885740449	-0.933155322
-0.933155322	0.650015076	-2.832233515	-0.669134041	-0.015004369	-0.901286847
-0.901286847	0.660200910	-2.832983733	-0.481649941	0.382516354	-0.878342079
-0.878342079	0.667515573	-2.813857916	-0.085776451	-0.768258290	-0.874281534
-0.874281534	0.668896142	-2.852270830	0.068801245	-1.282958907	-0.877578619
-0.877578619	0.667914684	-2.916418775	0.123065969	1.106468546	-0.883576579
-0.883576579	0.666540801	-2.861095348	0.454981206	0.121571817	-0.905436558
-0.905436558	0.660243098	-2.855016757	0.343234152	1.133117547	-0.921898366
-0.921898366	0.655392008	-2.798360880	0.103855426	1.290199058	-0.926788253
-0.926788253	0.653644473	-2.733850927	0.113499017	1.125751482	-0.931997964
-0.931997964	0.651394144	-2.677563353	-0.094474389	-1.066206576	-0.927773748
-0.927773748	0.653508268	-2.730873682	-0.525569812	0.351052167	-0.903680734
-0.903680734	0.664000445	-2.713321073	-0.132556587	0.336638350	-0.897651498
-0.897651498	0.666752976	-2.696489156	-0.526688330	1.361958748	-0.873882946
-0.873882946	0.678091293	-2.628391218	0.406817910	0.551774435	-0.891603470
-0.891603470	0.668104549	-2.600802497	-0.212728371	0.463396656	-0.882484845
-0.882484845	0.673580321	-2.577632664	-0.101489699	1.539291797	-0.878196169
-0.878196169	0.676292822	-2.500668074	-0.812770374	-0.099355845	-0.845622639
-0.845622639	0.700592087	-2.505635866	0.387364462	1.388012808	-0.861204447
-0.861204447	0.689088379	-2.436235226	0.263023318	0.367930725	-0.871217481
-0.871217481	0.680562399	-2.417838690	0.287057804	-1.094742194	-0.881972462
-0.881972462	0.671057883	-2.472575799	-0.510663548	0.157526646	-0.861943425
-0.861943425	0.686893944	-2.464699467	-0.517384764	0.012766936	-0.841777772
-0.841777772	0.703097768	-2.464061120	0.602503676	0.513697643	-0.865248981
-0.865248981	0.684213143	-2.438376238	-0.926453271	-0.917251529	-0.829915620
-0.829915620	0.714168824	-2.484238815	-0.193753698	1.313934140	-0.822246734
-0.822246734	0.720088234	-2.418542108	0.215982774	-0.884986730	-0.830343828
-0.830343828	0.712942714	-2.462791444	-0.302168999	-0.729102770	-0.818584530
-0.818584530	0.722428712	-2.499246582	-0.229228145	1.188386318	-0.809407467
-0.809407467	0.729294961	-2.439827267	0.110049552	-0.550067533	-0.813609729
-0.813609729	0.725742744	-2.467330643	0.297071484	0.346843200	-0.825212865
-0.825212865	0.716469345	-2.449988483	-0.822074742	-0.418442902	-0.793553784
-0.793553784	0.742684223	-2.470910628	0.879904850	1.328307825	-0.828019567
-0.828019567	0.715340281	-2.404495237	-0.478285423	-0.739614818	-0.810312899
-0.810312899	0.731414057	-2.441475978	0.560661594	-0.308165761	-0.831751674
-0.831751674	0.713352150	-2.456884266	0.772911833	-0.150208769	-0.861686685
-0.861686685	0.688910855	-2.464394704	-0.006022947	-0.399102068	-0.861451991
-0.861451991	0.689099558	-2.484349808	-0.236580916	-0.131677811	-0.852087176
-0.852087176	0.696326353	-2.490933698	0.435569892	0.722413216	-0.869415994
-0.869415994	0.683134882	-2.454813038	-0.327735874	-0.112161310	-0.856744219
-0.856744219	0.693524931	-2.460421103	-0.244588575	-1.369892027	-0.847243965
-0.847243965	0.701225846	-2.528915705	0.965403908	0.302513954	-0.886734369
-0.886734369	0.673467609	-2.513790007	-0.099726332	1.482864998	-0.882698842
-0.882698842	0.676396411	-2.439646757	0.377308787	-0.037751360	-0.897104250
-0.897104250	0.664214906	-2.441534325	-0.285307078	-0.215236968	-0.886194041
-0.886194041	0.673405536	-2.452296173	-0.587610459	0.140900146	-0.863521278
-0.863521278	0.692091385	-2.445251166	0.915004175	-0.983302260	-0.898620561
-0.898620561	0.662746506	-2.494416279	0.540409591	1.059912104	-0.920177215
-0.920177215	0.646454882	-2.441420674	0.816627481	0.410490143	-0.951402248
-0.951402248	0.620145218	-2.420896167	0.187188898	0.856406465	-0.958434432
-0.958434432	0.613968845	-2.378075844	-0.453862703	-1.544917096	-0.942040713
-0.942040713	0.629660382	-2.455321698	-0.463162391	0.106357486	-0.924125260
-0.924125260	0.644334681	-2.450003824	-0.549717737	1.295878733	-0.902954704
-0.902954704	0.661864129	-2.385209887	-0.774522918	-0.734058121	-0.874788278
