3
1000
0.185537128	-1.516906595	-0.829779953	-0.158958853
-0.158958853	-2.129165291	-4.076614052	-0.184798415
-0.184798415	-6.602366568	-1.032325258	-0.630037962
-0.630037962	-3.267485528	1.852195004	-0.436892975
-0.436892975	1.106375832	-4.726124068	-0.907131572
-0.907131572	-4.889925198	0.586898284	-0.279040801
-0.279040801	1.636782041	3.007445687	-0.027103938
-0.027103938	12.618239926	1.923226157	0.050826043
0.050826043	10.427129639	-4.149557886	0.321061066
0.321061066	0.790740513	3.781425034	0.668156340
0.668156340	4.265409402	4.578895302	1.009930745
1.009930745	7.420363901	-1.844843690	1.092278572
1.092278572	0.942490294	-4.817117227	0.433402949
0.433402949	-12.481551761	2.481656544	-0.092292688
-0.092292688	-8.580861098	-3.967739934	-0.699345264
-0.699345264	-15.011978258	-2.063858516	-1.064646012
-1.064646012	-12.592542852	-4.806330421	-1.703477417
-1.703477417	-12.815622470	-2.344533406	-2.424885266
-2.424885266	-6.279346967	0.741176055	-2.467941084
-2.467941084	-0.957393595	1.997583600	-2.120214996
-2.120214996	3.940822004	1.944001577	-1.454654486
-1.454654486	15.601857744	0.358964059	-0.543774704
-0.543774704	22.172918574	4.445947560	0.246160207
0.246160207	26.300684299	-3.625252959	1.255798019
1.255798019	14.043517591	-1.023231630	1.955759737
1.955759737	3.816896303	-1.522341403	1.823070343
1.823070343	-4.011847416	3.833060912	1.405459076
1.405459076	-1.650837917	-1.511016580	1.089790551
1.089790551	-15.564128530	-0.719088101	0.321904574
0.321904574	-15.092700360	4.494892587	-0.430149954
-0.430149954	-4.248763788	-0.918631972	-0.921469097
-0.921469097	-5.134472334	0.736794867	-0.730476377
-0.730476377	3.044674995	-1.733550982	-0.435825391
-0.435825391	1.937856954	-1.427302400	-0.304290770
-0.304290770	3.671244080	-4.841787572	-0.748553457
-0.748553457	-4.695745672	4.973228505	-0.319187067
-0.319187067	6.965396467	4.325954630	0.285985173
0.285985173	16.055853922	2.554630526	0.838651052
0.838651052	11.506121301	2.115247586	1.330221815
1.330221815	9.387078030	-4.737890131	1.723224100
1.723224100	-3.219277624	3.600279487	1.390765137
1.390765137	-4.554486272	3.420308924	1.519964602
1.519964602	-3.834254297	0.857592715	1.121064531
1.121064531	-9.922099893	-4.813527106	0.295506735
0.295506735	-15.108187516	3.071051956	-0.380590160
-0.380590160	-13.181906555	2.471216427	-1.086153801
-1.086153801	-7.590476470	-4.400823105	-1.102338513
-1.102338513	-4.024895909	-3.925058709	-1.308211007
-1.308211007	-6.515690545	0.597169821	-1.198395745
-1.198395745	1.719861307	4.672763300	-0.721472113
-0.721472113	10.985866781	-2.476742554	-0.041063442
-0.041063442	14.464458758	0.813589273	0.444038126
0.444038126	12.226306599	-2.601522409	0.545234415
0.545234415	-1.488451078	3.289808996	0.862922467
0.862922467	3.019468986	-4.299778563	0.606834897
0.606834897	-7.239217506	0.688514371	0.173557069
0.173557069	-9.225763810	0.797452192	-0.116701245
-0.116701245	-8.031205184	2.453344309	-0.439927363
-0.439927363	-0.415811369	-4.336651656	-0.458224937
-0.458224937	-6.617238162	-2.898259901	-0.674366031
-0.674366031	-7.791006673	-2.396849014	-0.928717219
-0.928717219	0.069305569	1.394608809	-1.175234493
-1.175234493	5.797152808	-2.367032295	-0.563042703
-0.563042703	7.710247968	2.721780295	-0.452881347
-0.452881347	11.814509383	-4.860484270	0.433668755
0.433668755	3.081182117	4.490163207	0.461014163
0.461014163	7.521883996	4.156063498	0.823809080
0.823809080	10.432582476	-0.140093329	1.331061874
1.331061874	3.009137153	4.261814267	1.218138171
1.218138171	2.819507070	4.632625284	1.555286894
1.555286894	1.478752223	-3.649208420	1.594020852
1.594020852	-10.449907144	4.479702112	1.050038145
1.050038145	-9.329558757	-3.238037444	0.555423111
0.555423111	-12.308614303	3.094906921	0.111175326
0.111175326	-9.406993813	0.820141799	-0.452517183
-0.452517183	-6.032819130	4.053923187	-0.558866389
-0.558866389	3.234866991	2.986035912	-0.602118715
-0.602118715	9.832092754	0.991103076	0.541287162
0.541287162	8.664492161	-0.663236510	0.706838046
0.706838046	3.232058284	3.928887085	0.941674955
0.941674955	4.752265093	2.879292338	1.234924549
1.234924549	6.695735905	-0.798063200	1.485648553
1.485648553	-3.837366176	-4.995979751	0.722277397
0.722277397	-13.911179116	4.737835384	0.133742340
0.133742340	-10.303390588	0.747115047	-0.235225212
-0.235225212	-5.096742359	0.868333407	-0.318773378
-0.318773378	-1.043697183	2.550821885	-0.302430382
-0.302430382	4.706395149	-1.773190032	-0.184430715
-0.184430715	2.611398860	-1.178972480	0.014025056
0.014025056	1.322841663	-1.826160540	0.063857003
0.063857003	-2.513004411	4.738020779	0.034472838
0.034472838	6.548586599	-0.732989907	0.577909988
0.577909988	3.853091115	3.799982886	0.436312310
0.436312310	7.966519722	-2.297917380	0.714667133
0.714667133	-1.616781636	0.277146463	0.476235733
0.476235733	-3.755583887	2.331425253	0.277813130
0.277813130	-3.439368423	0.688579907	0.109054567
0.109054567	-4.103225006	-4.317906516	-0.218877342
-0.218877342	-5.806926582	4.828171137	-0.191492003
-0.191492003	1.168877356	3.749616450	-0.107659058
-0.107659058	6.607494510	-3.390285632	0.206795412
0.206795412	0.563262794	-2.749600422	0.266999737
0.266999737	-4.614673334	4.163055535	-0.085111209
-0.085111209	2.744172381	-3.891086993	-0.113056573
-0.113056573	-5.605386082	2.285856680	-0.077932009
-0.077932009	1.206064866	3.516718749	-0.210014627
-0.210014627	5.553680263	-2.663338608	0.114667469
0.114667469	0.558020099	-0.228590130	0.247155435
0.247155435	-6.382617291	0.440101188	0.041803171
0.041803171	-1.223522216	2.515278171	-0.071782411
-0.071782411	0.963933616	2.852960282	0.420324446
0.420324446	4.738563804	3.729223764	0.768246061
0.768246061	8.944208112	4.498059914	1.090453198
1.090453198	10.540316939	-4.012565982	1.309475033
1.309475033	-6.522354573	1.102408126	0.968027745
0.968027745	-7.494088295	2.702387346	0.657615160
0.657615160	-6.781006261	-2.429307012	0.133556738
0.133556738	-10.078091633	2.965886780	-0.418376559
-0.418376559	-6.595481576	4.904717836	-0.210047896
-0.210047896	10.263268759	4.013084363	0.176465863
0.176465863	8.217828485	1.366044000	0.413113303
0.413113303	6.615638752	-1.442948290	0.729054808
0.729054808	0.300481753	2.456371927	1.029915835
1.029915835	1.057528439	3.623462528	0.917869460
0.917869460	0.730322221	-3.113631990	0.622047167
0.622047167	-9.851513985	4.897517077	0.619766773
0.619766773	-3.747888095	-2.378269162	0.112698726
0.112698726	-10.548027555	-4.430705616	-0.538914132
-0.538914132	-15.021417559	2.986042448	-0.760181021
-0.760181021	-4.161037846	0.934324495	-0.856924125
-0.856924125	3.170424395	2.498583107	-0.418884203
-0.418884203	7.160635593	4.594343211	0.167675512
0.167675512	18.482077527	2.093872512	0.872137869
0.872137869	12.836533337	-2.785672657	1.217175359
1.217175359	4.090897153	-0.713811713	1.577132382
1.577132382	-1.473250500	3.029632374	1.409557442
1.409557442	-5.068296202	-1.575458802	0.889792271
0.889792271	-14.415923112	3.240098704	0.071670241
0.071670241	-11.776229766	-4.216131001	-0.407328434
-0.407328434	-20.107132319	-0.414161863	-0.933977606
-0.933977606	-8.222797937	2.548614814	-1.183082612
-1.183082612	-0.394577235	-0.475951733	-0.721960459
-0.721960459	3.499681360	-0.259960734	-0.999277121
-0.999277121	8.646794387	4.046861603	-0.048425999
